patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,Hoàng Vũ,456687487508,06/02/2008,0527791198,maijohn@example.net,"995 John Ngõ
Huyện JohnXã, 536822",Tim mạch,4.31,Chi Mai,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,Quý cô Thảo Dương,328680870387,04/06/1945,0952275063,lejane@example.com,"92 Đặng Tổ
JohnHuyện, 639995",Huyết áp cao,10.69,Thành Phạm,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,Cô An Vũ,489412632196,11/10/1987,0743721260,kpham@example.com,"278 Dương Khu
JohnThành phố, 512344",Khỏe mạnh,7.27,Anh Trung Hoàng,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,Bác Tùng Nguyễn,334627319241,14/02/1950,0959267246,qle@example.net,"06 John Tổ
JohnThị xã, 628750",Khỏe mạnh,8.66,Bác Trọng Hoàng,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Dũng Phú Lê,949580205944,02/08/1962,0357402717,cmai@example.org,"87 John Tổ
JohnThị xã, 746447",Tiểu đường,4.64,Nhiên Đặng,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Châu Nguyễn,507655990448,17/08/1985,0790129664,john69@example.com,"7 Hoàng Làng
Thị xã JohnXã, 759580",Khỏe mạnh,9.15,Bảo Hải Nguyễn,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Chi Đặng,482812949774,27/06/1992,0867112154,janepham@example.com,"0 John Tổ
JaneHuyện, 281594",Huyết áp cao,3.55,Bác Tùng Đặng,12/05/2026
ae455cc6-b88e-430f-9e1e-994ac5a11f5c,Trọng Dương,464341064052,29/08/1961,0764593513,janemai@example.com,"37 Dương Tổ
JaneThành phố, 701334",Khỏe mạnh,11.87,Kim Phú Lê,26/02/2026
b6d1f6bb-f48f-409c-89a2-24410ac4de85,Thành Dương,860563390337,24/05/1970,0701987670,mpham@example.net,"199 John Đường
Quận JohnThành phố, 533377",Tiểu đường,9.06,Châu Đức Lê,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Quý cô Hải Dương,596350321834,22/06/2000,0749754540,janedang@example.com,"9 John Hẻm
JohnThành phố, 976822",Khỏe mạnh,8.58,Nhật Xuân Vũ,20/06/2026
9165f2ed-4c63-4e95-825f-55430997623a,Thành Vũ,098348575240,30/04/1997,0711464353,gle@example.com,"27 Lê Đường
JaneXã, 807160",Tiểu đường,6.99,Chị Duyên Bùi,10/06/2026
1634725b-53f3-4073-83e9-6ef46d7df5d0,Hải Đức Lê,915027743239,18/08/1954,0802792383,pdang@example.org,"45 Hoàng Đường
JanePhường, 347781",Tiểu đường,9.78,Dương Trần,01/04/2026
afa28559-67c9-4204-a8e3-33b64e8adc4b,Tú Vũ,742149739303,07/07/1985,0728046039,johnle@example.com,"87 John Ngõ
JaneThành phố, 691573",Tim mạch,11.73,An Mai,25/06/2026
89628f6e-929c-43b3-b3c0-8bf18167999f,Chị Thành Mai,502160990195,18/08/1995,0580439585,phamjane@example.org,"728 Dương Đường
JanePhường, 122827",Huyết áp cao,8.86,Hạnh Văn Phạm,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,Phương Nguyễn,951575350080,19/11/1944,0808059204,snguyen@example.com,"6 Bùi Dãy
JaneThành phố, 815894",Tim mạch,4.44,Bà Hà Lê,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,Cô Vi Nguyễn,191141048322,06/02/1976,0343227760,bmai@example.net,"752 Phạm Ngõ
Thị xã JohnQuận, 316092",Tiểu đường,8.97,Hà Hoàng,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,Mai Nguyễn,363078978450,29/03/1990,0753494979,ipham@example.org,"843 Hoàng Tổ
Huyện JohnPhường, 646571",Tim mạch,9.39,Quý cô Thảo Vũ,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,Quý cô Phương Dương,716313699725,15/11/1941,0716820099,jane85@example.net,"62 Phạm Làng
JohnThị xã, 160423",Khỏe mạnh,8.7,Kim Trí Bùi,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,Nhật Đặng,263215816180,29/01/1948,0783942649,johnvu@example.com,"398 Jane Làng
JaneThành phố, 322096",Khỏe mạnh,9.41,Cô Yến Dương,27/06/2026
b42a2d93-9aba-4f15-b214-90623e1a963e,Quý cô Xuân Phạm,779427229019,07/04/1979,0585133863,jane78@example.net,"87 Trần Dãy
JohnHuyện, 428122",Tiểu đường,7.34,An Hải Lê,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,Hạnh Trí Phạm,608702102316,21/05/1980,0860958610,janehoang@example.org,"77 Lê Tổ
Quận JaneQuận, 668471",Tim mạch,11.41,Vân Nguyễn,12/06/2026
d1682e09-f1f7-4904-9307-5157d8c128e7,Vi Nguyễn,253964399430,15/08/1991,0773534346,johntran@example.net,"7 Nguyễn Dãy
JohnThành phố, 658065",Tiểu đường,9.16,An Văn Mai,21/05/2026
49646b96-fa3c-4628-8926-21df465568b7,Vân Bùi,620499147325,22/11/1959,0506187166,tranjohn@example.org,"46 Jane Số
JohnPhường, 336828",Tim mạch,6.94,Vũ Nguyễn,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,Ông Nam Lê,161001472840,30/09/1946,0501784727,pbui@example.com,"0 John Dãy
JohnThành phố, 817675",Khỏe mạnh,5.04,Tùng Hoàng,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,Nam Hoàng Hoàng,357339082773,12/02/1955,0878663108,ttran@example.org,"8 Bùi Hẻm
Huyện JohnThành phố, 558320",Huyết áp cao,4.88,Cô Linh Hoàng,30/05/2026
658e54a2-9879-4f35-b471-99869d264599,Nam Đức Dương,912312066663,07/04/2002,0919695550,janemai@example.com,"943 John Khu
Thị xã JohnPhường, 508548",Khỏe mạnh,9.93,Quang Đức Trần,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,Tú Lê,448942054678,17/05/1947,0848048693,janeduong@example.net,"015 Jane Số
Huyện JaneThị xã, 917018",Tiểu đường,6.41,Nhật Mai,25/06/2026
926bffa5-3e24-4fbf-ba69-8cd2fe2390f3,Quý cô Bảo Lê,335314190021,04/02/1972,0565138467,jane72@example.org,"47 Jane Khu
Thị xã JohnThị xã, 212168",Khỏe mạnh,8.77,Bà An Bùi,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Bảo Tấn Bùi,695376127149,07/01/1954,0751142723,jane93@example.com,"47 Jane Số
JaneHuyện, 219420",Tim mạch,6.67,Chị Dương Mai,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,Quý cô Vi Vũ,944420728572,26/11/1944,0388812755,iduong@example.net,"2 Bùi Ngõ
JaneXã, 520274",Khỏe mạnh,8.98,Phương Thị Đặng,17/05/2026
98049562-8972-4bbd-8ff2-b1c4e53f9644,Hà Phạm,126458677975,23/10/1983,0583799011,johnhoang@example.net,"61 John Khu
Quận JaneHuyện, 510133",Tiểu đường,8.89,Anh Quang Nguyễn,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Hà Lê,440154700357,25/11/1982,0874681751,jane73@example.net,"775 Jane Đường
Thành phố JanePhường, 214675",Huyết áp cao,5.39,Chị Phương Lê,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,Anh Thành Lê,317465499206,10/11/1960,0377793434,bbui@example.net,"96 Nguyễn Làng
Huyện JohnXã, 206694",Khỏe mạnh,7.07,Bà Thành Phạm,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,Bác Trọng Bùi,137663733621,01/12/1988,0561816256,dangjane@example.com,"9 John Tổ
Quận JaneThành phố, 291936",Khỏe mạnh,11.63,Hoàng Hữu Bùi,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,Quý cô Hải Mai,139534392993,26/01/1959,0946714188,janevu@example.org,"0 Nguyễn Dãy
Quận JaneXã, 629990",Tiểu đường,6.08,Quý ông Châu Bùi,18/05/2026
2ad11fe8-7d1b-495e-b1a0-449dd703262f,Khoa Nguyễn,051917260503,04/07/1965,0908287622,john43@example.net,"7 John Khu
JohnPhường, 562806",Huyết áp cao,9.26,Quý cô Hương Phạm,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Quang Trần,895829447438,02/04/1995,0514723964,phamjohn@example.net,"9 Lê Hẻm
Quận JohnXã, 467856",Tim mạch,7.9,Trọng Mai,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Nhiên Vũ,731493162399,03/07/2005,0884811333,lejane@example.org,"Quận JohnQuận
672 Bùi Số, 573947",Huyết áp cao,11.26,Hải Trần,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Bảo Mai Bảo Đặng,626625985517,30/10/1935,0742160424,duongjane@example.org,"637 Đặng Khu
JohnXã, 993829",Tiểu đường,11.33,Bác Hưng Nguyễn,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Hương Lê,311365726678,21/07/1995,0815404753,bnguyen@example.org,"Huyện JohnHuyện
5 Trần Tổ, 796787",Huyết áp cao,5.02,Cô Kim Vũ,21/05/2026
6de21429-3bf0-49c1-8156-e501b30e96e8,Nhật Trần,559556854352,23/08/1935,0982621510,janetran@example.org,"051 Lê Dãy
Quận JaneThành phố, 866260",Tim mạch,5.45,Hà Đặng,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Chị Hà Mai,721577704988,24/08/1936,0769165477,janedang@example.net,"97 John Ngõ
Thành phố JaneHuyện, 550246",Huyết áp cao,4.28,Hoàng Hải Vũ,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Nam Vũ,314058041522,15/06/1963,0387177785,janevu@example.net,"61 Jane Ngõ
Huyện JaneQuận, 505629",Tim mạch,6.51,Thành Xuân Dương,30/05/2026
1149d096-965d-444f-8445-c1a812af97e4,Thảo Phạm,894804777247,29/11/1940,0797787036,buijane@example.net,"61 Jane Ngõ
JohnXã, 313068",Khỏe mạnh,11.16,Bà Kim Hoàng,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Hạnh Bùi,707324164953,21/12/1967,0334572496,phamjohn@example.com,"21 John Đường
Thị xã JaneXã, 642347",Tim mạch,3.84,Phúc Đặng,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,An Đặng,613415530927,03/12/1993,0304420522,john49@example.net,"5 Jane Hẻm
JohnHuyện, 910894",Huyết áp cao,8.76,Khoa Trần,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Mai Nguyễn,959409328085,13/09/1999,0378220088,jane22@example.org,"536 Vũ Ngõ
JohnXã, 806033",Tiểu đường,8.12,Lan Phạm,06/06/2026
f43e8c48-0bc1-49e5-bb3d-f0638409c5ea,Hà Mai Vũ,974029369136,11/10/1977,0783251946,john87@example.org,"4 Jane Tổ
JohnPhường, 673108",Huyết áp cao,8.58,Chị Ngọc Bùi,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Linh Nguyễn,070048372985,14/09/1986,0741742105,john38@example.org,"410 Jane Tổ
JohnXã, 200219",Huyết áp cao,4.33,Quý cô Hà Hoàng,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Chị Hạnh Vũ,114767618824,14/05/1978,0886307594,udang@example.com,"291 John Hẻm
JaneHuyện, 526259",Tiểu đường,4.02,Phương Đặng,30/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Tú Trần,034190956109,11/12/1956,0788578749,john35@example.org,"68 Jane Khu
Thành phố JaneThị xã, 682959",Khỏe mạnh,8.68,Cô Chi Trần,06/06/2026
030f9be9-1f17-4f93-a3c9-7a1ecb371d97,Ánh Phạm,913720771518,13/04/1953,0988187308,janedang@example.net,"9 Trần Đường
Quận JaneQuận, 196446",Tim mạch,4.21,Tú Thị Dương,10/01/2026
